1	13.9869	15.6667	20.7407
2	17.2549	16	22.963
3	19.2157	17.3333	22.963
4	23.1373	21	22.2222
5	25.2288	22.6667	26.6667
6	26.5359	23.6667	30.3704
7	28.8889	25	30.3704
8	31.1111	27.3333	31.1111
9	33.0719	28.6667	31.8519
10	35.0327	30.6667	33.3333
11	37.2549	31.3333	33.3333
12	38.9542	32.3333	35.5556
13	40.6536	34.3333	37.037
14	41.6993	36.6667	38.5185
15	43.5294	37.6667	42.2222
16	45.4902	39	42.963
17	47.3203	40	44.4444
18	48.8889	41.6667	45.1852
19	50.0654	41.6667	47.4074
20	51.2418	43	48.1481
21	51.634	44.6667	48.8889
22	52.8105	44.6667	49.6296
23	53.4641	44.3333	50.3704
24	54.2484	45.6667	51.1111
25	54.902	46.6667	51.1111
26	55.9477	46.6667	51.1111
27	56.3399	47	52.5926
28	57.6471	47.6667	52.5926
29	58.1699	49.3333	53.3333
30	58.9542	50.3333	55.5556
31	59.8693	51.6667	57.037
32	60.915	52.6667	57.037
33	61.8301	52.6667	57.7778
34	62.3529	53.6667	57.7778
35	63.1373	53.6667	58.5185
36	63.7908	54.3333	58.5185
37	64.5752	55	58.5185
38	65.6209	55.3333	60
39	66.2745	56.6667	60
40	66.5359	57.6667	60.7407
41	67.1895	57.6667	60.7407
42	67.451	57.6667	60.7407
43	67.8431	58	60.7407
44	68.2353	59.3333	60.7407
45	68.7582	59.3333	60.7407
46	68.8889	59.6667	60.7407
47	69.1503	59.6667	60.7407
48	69.1503	59.6667	60.7407
49	69.6732	59.6667	60.7407
50	70.1961	60	60.7407
51	70.719	60.6667	60.7407
52	71.5033	61	61.4815
53	71.7647	61	61.4815
54	71.8954	61	62.963
55	72.4183	61.3333	63.7037
56	72.8105	61.6667	63.7037
57	73.0719	62	63.7037
58	73.5948	62	63.7037
59	73.8562	62.6667	63.7037
60	73.9869	63.3333	64.4444
61	74.1176	63	65.1852
62	74.2484	63.3333	65.1852
63	74.3791	63.3333	65.1852
64	74.902	64	65.1852
65	75.0327	64	65.1852
66	75.2941	63.6667	65.9259
67	75.5556	63.6667	65.9259
68	75.6863	64.3333	65.9259
69	76.3399	64.3333	65.9259
70	76.4706	64.3333	65.9259
71	76.732	64.3333	65.9259
72	76.732	65.3333	66.6667
73	77.1242	65.3333	66.6667
74	77.2549	65.6667	66.6667
75	77.1242	65.6667	66.6667
76	77.1242	65.6667	66.6667
77	77.2549	66	66.6667
78	77.2549	66	66.6667
79	77.2549	66.3333	66.6667
80	77.3856	66.6667	66.6667
81	77.6471	67.3333	66.6667
82	77.7778	67.3333	66.6667
83	77.7778	67.3333	66.6667
84	77.9085	67.3333	66.6667
85	77.9085	67.3333	67.4074
86	77.9085	68	67.4074
87	77.9085	68.3333	67.4074
88	78.3007	68.3333	67.4074
89	78.4314	68.3333	68.1481
90	78.6928	68.6667	68.1481
91	78.6928	68.6667	68.1481
92	78.6928	68.6667	68.1481
93	78.9542	68.6667	68.1481
94	79.2157	68.6667	68.1481
95	79.4771	68.6667	68.1481
96	79.4771	68.6667	68.1481
97	79.4771	68.6667	68.1481
98	79.7386	69.3333	68.1481
99	80.3922	69.3333	68.1481
100	80.6536	69.3333	68.1481
101	80.6536	69.6667	68.1481
102	80.6536	69.6667	68.1481
103	80.7843	69.6667	68.1481
104	80.915	70	68.1481
105	81.0458	70	68.1481
106	81.0458	70	67.4074
107	81.0458	70	67.4074
108	81.0458	70	67.4074
109	81.3072	70	67.4074
110	81.4379	70.3333	67.4074
111	81.8301	70.3333	67.4074
112	82.0915	70.3333	68.8889
113	82.3529	70.3333	68.8889
114	82.4837	70.3333	68.8889
115	82.6144	70.6667	68.8889
116	82.6144	70.6667	68.8889
117	82.7451	70.6667	68.8889
118	82.7451	70.6667	68.8889
119	82.8758	71	68.8889
120	83.0065	71.3333	68.8889
121	83.1373	71.3333	68.8889
122	83.5294	71.3333	69.6296
123	83.7908	71.3333	69.6296
124	83.7908	71.3333	69.6296
125	83.7908	71.6667	69.6296
126	83.9216	71.6667	69.6296
127	84.183	71.6667	69.6296
128	84.3137	71.6667	69.6296
129	84.3137	71.6667	69.6296
130	84.3137	71.6667	69.6296
131	84.4444	71.6667	69.6296
132	84.7059	71.6667	69.6296
133	84.7059	71.6667	69.6296
134	84.7059	71.6667	69.6296
135	84.7059	71.6667	69.6296
136	84.8366	71.6667	69.6296
137	84.7059	71.6667	69.6296
138	84.7059	71.6667	69.6296
139	84.9673	71.6667	68.8889
140	85.2288	71.6667	68.8889
141	85.3595	71.6667	68.8889
142	85.4902	72	68.8889
143	85.6209	72	68.8889
144	85.6209	72	68.1481
145	85.6209	72	68.1481
146	85.8824	72	68.1481
147	85.8824	72	68.1481
148	86.0131	72	68.1481
149	86.0131	72	68.1481
150	86.0131	71.6667	68.1481
151	86.0131	71.6667	68.1481
152	86.1438	71.6667	68.1481
153	86.1438	71.6667	68.8889
154	86.1438	71.6667	68.8889
155	86.4052	71.6667	68.8889
156	86.4052	71.6667	68.8889
157	86.5359	71.6667	68.8889
158	86.6667	72	68.8889
