1	0.266458	0.266458
2	0.254143	0.254143
3	0.250445	0.250445
4	0.249612	0.249612
5	0.249411	0.249411
6	0.249284	0.249284
7	0.249135	0.249135
8	0.248964	0.248964
9	0.248782	0.248782
10	0.248598	0.248598
11	0.248415	0.248415
12	0.248233	0.248233
13	0.248053	0.248053
14	0.247874	0.247874
15	0.247696	0.247696
16	0.247517	0.247517
17	0.247336	0.247336
18	0.247153	0.247153
19	0.246967	0.246967
20	0.246777	0.246777
21	0.246582	0.246582
22	0.246381	0.246381
23	0.246174	0.246174
24	0.245959	0.245959
25	0.245737	0.245737
26	0.245506	0.245506
27	0.245265	0.245265
28	0.245015	0.245015
29	0.244753	0.244753
30	0.24448	0.24448
31	0.244194	0.244194
32	0.243895	0.243895
33	0.243582	0.243582
34	0.243254	0.243254
35	0.24291	0.24291
36	0.24255	0.24255
37	0.242171	0.242171
38	0.241774	0.241774
39	0.241358	0.241358
40	0.24092	0.24092
41	0.240461	0.240461
42	0.23998	0.23998
43	0.239474	0.239474
44	0.238944	0.238944
45	0.238387	0.238387
46	0.237804	0.237804
47	0.237191	0.237191
48	0.236549	0.236549
49	0.235876	0.235876
50	0.235171	0.235171
51	0.234433	0.234433
52	0.233659	0.233659
53	0.23285	0.23285
54	0.232003	0.232003
55	0.231117	0.231117
56	0.230192	0.230192
57	0.229225	0.229225
58	0.228216	0.228216
59	0.227163	0.227163
60	0.226065	0.226065
61	0.224921	0.224921
62	0.223729	0.223729
63	0.222489	0.222489
64	0.221199	0.221199
65	0.219858	0.219858
66	0.218465	0.218465
67	0.217019	0.217019
68	0.215519	0.215519
69	0.213965	0.213965
70	0.212354	0.212354
71	0.210686	0.210686
72	0.208961	0.208961
73	0.207178	0.207178
74	0.205335	0.205335
75	0.203433	0.203433
76	0.201471	0.201471
77	0.199449	0.199449
78	0.197366	0.197366
79	0.195222	0.195222
80	0.193017	0.193017
81	0.190752	0.190752
82	0.188426	0.188426
83	0.186042	0.186042
84	0.183598	0.183598
85	0.181098	0.181098
86	0.178541	0.178541
87	0.175931	0.175931
88	0.173268	0.173268
89	0.170557	0.170557
90	0.167799	0.167799
91	0.164999	0.164999
92	0.162159	0.162159
93	0.159284	0.159284
94	0.156377	0.156377
95	0.153445	0.153445
96	0.15049	0.15049
97	0.14752	0.14752
98	0.144538	0.144538
99	0.14155	0.14155
100	0.138561	0.138561
101	0.135577	0.135577
102	0.132603	0.132603
103	0.129645	0.129645
104	0.126707	0.126707
105	0.123794	0.123794
106	0.120911	0.120911
107	0.118062	0.118062
108	0.115251	0.115251
109	0.112482	0.112482
110	0.109757	0.109757
111	0.107081	0.107081
112	0.104455	0.104455
113	0.101881	0.101881
114	0.099362	0.099362
115	0.0968988	0.0968988
116	0.0944928	0.0944928
117	0.0921448	0.0921448
118	0.0898555	0.0898555
119	0.087625	0.087625
120	0.0854536	0.0854536
121	0.0833411	0.0833411
122	0.0812872	0.0812872
123	0.0792912	0.0792912
124	0.0773526	0.0773526
125	0.0754706	0.0754706
126	0.0736442	0.0736442
127	0.0718724	0.0718724
128	0.070154	0.070154
129	0.068488	0.068488
130	0.066873	0.066873
131	0.0653078	0.0653078
132	0.0637911	0.0637911
133	0.0623216	0.0623216
134	0.0608978	0.0608978
135	0.0595186	0.0595186
136	0.0581824	0.0581824
137	0.056888	0.056888
138	0.0556341	0.0556341
139	0.0544194	0.0544194
140	0.0532425	0.0532425
141	0.0521023	0.0521023
142	0.0509974	0.0509974
143	0.0499267	0.0499267
144	0.048889	0.048889
145	0.0478832	0.0478832
146	0.0469082	0.0469082
147	0.0459628	0.0459628
148	0.0450461	0.0450461
149	0.044157	0.044157
150	0.0432945	0.0432945
151	0.0424578	0.0424578
152	0.0416458	0.0416458
153	0.0408577	0.0408577
154	0.0400927	0.0400927
155	0.03935	0.03935
156	0.0386287	0.0386287
157	0.0379281	0.0379281
158	0.0372474	0.0372474
159	0.0365861	0.0365861
160	0.0359432	0.0359432
161	0.0353184	0.0353184
162	0.0347108	0.0347108
163	0.0341199	0.0341199
164	0.0335451	0.0335451
165	0.0329859	0.0329859
166	0.0324418	0.0324418
167	0.0319121	0.0319121
168	0.0313964	0.0313964
169	0.0308943	0.0308943
170	0.0304053	0.0304053
171	0.0299289	0.0299289
172	0.0294647	0.0294647
173	0.0290124	0.0290124
174	0.0285714	0.0285714
175	0.0281415	0.0281415
176	0.0277223	0.0277223
177	0.0273134	0.0273134
178	0.0269146	0.0269146
179	0.0265254	0.0265254
180	0.0261455	0.0261455
181	0.0257748	0.0257748
182	0.0254128	0.0254128
183	0.0250594	0.0250594
184	0.0247142	0.0247142
185	0.0243769	0.0243769
186	0.0240475	0.0240475
187	0.0237255	0.0237255
188	0.0234108	0.0234108
189	0.0231032	0.0231032
190	0.0228024	0.0228024
191	0.0225082	0.0225082
192	0.0222205	0.0222205
193	0.0219391	0.0219391
194	0.0216637	0.0216637
195	0.0213942	0.0213942
196	0.0211305	0.0211305
197	0.0208723	0.0208723
198	0.0206195	0.0206195
199	0.020372	0.020372
200	0.0201295	0.0201295
201	0.0198921	0.0198921
202	0.0196594	0.0196594
203	0.0194315	0.0194315
204	0.019208	0.019208
205	0.0189891	0.0189891
206	0.0187744	0.0187744
207	0.018564	0.018564
208	0.0183576	0.0183576
209	0.0181552	0.0181552
210	0.0179567	0.0179567
211	0.017762	0.017762
212	0.0175709	0.0175709
213	0.0173834	0.0173834
214	0.0171994	0.0171994
215	0.0170188	0.0170188
216	0.0168415	0.0168415
217	0.0166674	0.0166674
218	0.0164965	0.0164965
219	0.0163287	0.0163287
220	0.0161638	0.0161638
221	0.0160019	0.0160019
222	0.0158428	0.0158428
223	0.0156865	0.0156865
224	0.0155329	0.0155329
225	0.0153819	0.0153819
226	0.0152335	0.0152335
227	0.0150877	0.0150877
