1	0.0487121	0.0487176
2	0.044783	0.0449865
3	0.0421552	0.0423321
4	0.0394643	0.0396866
5	0.0367817	0.0371622
6	0.0345268	0.034944
7	0.0330361	0.0333747
8	0.0321406	0.0324733
9	0.0316694	0.0320486
10	0.031212	0.0315668
11	0.0306523	0.0309648
12	0.0299941	0.0302464
13	0.0293013	0.0294764
14	0.028678	0.028774
15	0.0281351	0.028151
16	0.0276833	0.0276257
17	0.0273005	0.0271722
18	0.0269351	0.0267342
19	0.0265543	0.0262823
20	0.0261807	0.0258342
21	0.0258519	0.0254339
22	0.0255704	0.0250936
23	0.02529	0.0247633
24	0.0249997	0.0244398
25	0.0247099	0.0241368
26	0.0244361	0.0238643
27	0.0241827	0.023621
28	0.0239436	0.0233978
29	0.023708	0.0231824
30	0.0234654	0.0229641
31	0.0232087	0.0227356
32	0.0229351	0.0224925
33	0.0226501	0.0222368
34	0.0223771	0.0219913
35	0.0221339	0.0217775
36	0.0219092	0.0215865
37	0.0216848	0.0214027
38	0.0214493	0.0212175
39	0.021199	0.0210271
40	0.0209331	0.0208289
41	0.0206548	0.0206223
42	0.0203751	0.0204159
43	0.0201134	0.0202286
44	0.0198912	0.0200801
45	0.019721	0.0199768
46	0.0195983	0.0199093
47	0.0195167	0.0198707
48	0.019481	0.0198675
49	0.0194783	0.0198901
50	0.0194568	0.0198925
51	0.0193942	0.0198543
52	0.0193225	0.0198031
53	0.0192353	0.0197317
54	0.0190415	0.0195642
55	0.01881	0.019365
56	0.0186327	0.0192143
57	0.0184837	0.0190922
58	0.0183049	0.0189506
59	0.018098	0.0187862
60	0.0179061	0.0186331
61	0.0177548	0.0185142
62	0.0176338	0.0184196
63	0.0175332	0.0183351
64	0.0174499	0.0182737
65	0.0173783	0.0182193
66	0.0173088	0.0181688
67	0.0172573	0.018133
68	0.0171528	0.0180388
69	0.0170833	0.0179782
70	0.017003	0.0178907
71	0.0169536	0.0178449
72	0.0168086	0.0176806
73	0.0167351	0.0176029
74	0.0166672	0.0175279
75	0.0166005	0.0174516
76	0.0165406	0.0173885
77	0.0164929	0.0173421
78	0.0164547	0.0173052
79	0.0164224	0.0172719
80	0.0163968	0.0172437
81	0.0163785	0.0172219
82	0.0163648	0.0172043
83	0.0163537	0.0171889
84	0.0163441	0.0171745
85	0.0163381	0.017164
86	0.0163395	0.017163
87	0.016341	0.0171646
88	0.0163196	0.0171412
89	0.0163182	0.0171393
90	0.0163096	0.0171316
91	0.0162775	0.0170988
92	0.0162297	0.0170497
93	0.0161698	0.0169879
94	0.0161006	0.0169162
95	0.0160232	0.0168356
96	0.0159386	0.0167468
97	0.0158488	0.0166518
98	0.0157565	0.0165535
99	0.0156599	0.0164496
100	0.015532	0.01631
101	0.0153577	0.016122
102	0.0152443	0.0160021
103	0.0151847	0.0159397
104	0.0151408	0.015898
105	0.0150919	0.0158553
106	0.0150411	0.0158117
107	0.0149911	0.0157693
108	0.0149429	0.015729
109	0.0148967	0.015691
110	0.0148523	0.015655
111	0.0148091	0.0156206
112	0.0147666	0.0155872
113	0.0147241	0.0155545
114	0.0146816	0.0155223
115	0.0146388	0.0154905
116	0.0145956	0.015459
117	0.0145522	0.0154278
118	0.0145085	0.0153968
119	0.0144645	0.0153659
120	0.0144201	0.0153349
121	0.0143755	0.0153038
122	0.0143308	0.0152726
123	0.0142861	0.0152414
124	0.0142416	0.0152104
125	0.0141976	0.0151795
126	0.0141543	0.015149
127	0.0141118	0.0151191
128	0.0140703	0.0150898
129	0.01403	0.0150613
130	0.0139909	0.0150339
131	0.0139532	0.0150075
